ID,Handle,Command,Title,Tags,Status,Variant Inventory Item ID,Variant ID,Option1 Value,Variant SKU,Variant Barcode,Variant Weight,Variant Price,Variant Compare At Price,Variant Taxable,Variant Tax Code,Variant Inventory Policy,Variant Inventory Qty,Variant Metafield: my_fields.website_product_url [url],Variant Metafield: my_fields.model [single_line_text_field],Variant Metafield: my_fields.market_model_code [single_line_text_field],Variant Metafield: my_fields.model_group_code [single_line_text_field],Variant Metafield: my_fields.product_family_code [single_line_text_field],Variant Metafield: my_fields.product_group_code [single_line_text_field],Variant Metafield: my_fields.discount_reason [list.single_line_text_field],Variant Metafield: custom.msrp [money],Variant Metafield: my_fields.product_obsolete_date [date],Variant Metafield: variant.discontinue_status_reason [single_line_text_field],Variant Metafield: custom.variant_draft_reason [list.single_line_text_field],Variant Metafield: my_fields.variant_type [list.single_line_text_field],Variant Metafield: my_fields.source_sku [variant_reference],Variant Metafield: variant.website_product_type [single_line_text_field],Variant Metafield: variant.product_brand [single_line_text_field],Variant Metafield: custom.product_launch_date [single_line_text_field]
3839989579828,fluke-440ma-1000v-fuses-5-pack,MERGE,Fluke 440Ma 1000V Fuses 5 Pack,,Active,30605416300596,29476547559476,Default Title,3478675,2 WEEKS,0,26.49,,TRUE,,deny,-7,https://www.fluke.com/en-us/product/accessories/fuses/fluke-440ma-1000v-fuses-5-pack,F-440MA/1000VQ5-FG,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989612596,fluke-1a-600v-fuse,MERGE,Fluke 1A 600V Fuse,,Active,30605416366132,29476547625012,Default Title,3478694,2 WEEKS,0,20.26,,TRUE,,continue,-1,https://www.fluke.com/en-us/product/accessories/fuses/fluke-1a-600v-fuse,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989645364,fluke-440a-1000v-fuse,MERGE,Fluke 440A 1000V Fuse,,Active,30605416398900,29476547657780,Default Title,3478701,2 WEEKS,0,20.47,,TRUE,,deny,-23,https://www.fluke.com/en-us/product/accessories/fuses/fluke-440ma-1000v-fuse,F-.440A,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989710900,fluke-15a-600-fuse,MERGE,Fluke 15A 600 Fuse,,Active,30605416693812,29476547690548,Default Title,3478712,2 WEEKS,0,22.27,,TRUE,,continue,0,https://www.fluke.com/en-us/product/accessories/fuses/fluke-15a-600-fuse,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989743668,fluke-3a-600v-fuse,MERGE,Fluke 3A 600V Fuse,,Active,30605416726580,29476547985460,Default Title,3478720,2 WEEKS,0,20.39,,TRUE,,continue,-2,https://www.fluke.com/en-us/product/accessories/fuses/fluke-3a-600v-fuse,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989776436,fluke-630ma-250v-fuse,MERGE,Fluke 630MA 250V Fuse,,Active,30605416792116,29476548050996,Default Title,3478735,2 WEEKS,0,19.56,,TRUE,,continue,-8,https://www.fluke.com/en-us/product/accessories/fuses/fluke-630ma-250v-fuse,F-630MA/250V-FG,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839989809204,fluke-125ma-250v-fuse,MERGE,Fluke 125MA 250V Fuse,,Active,30605416824884,29476548083764,Default Title,3478747,2 WEEKS,0,20.34,,TRUE,,continue,-3,https://www.fluke.com/en-us/product/accessories/fuses/fluke-125ma-250v-fuse,F-125MA/250V-FG,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839990005812,fluke-2a-250-fuse,MERGE,Fluke 2A 250 Fuse,,Active,30605417644084,29476548902964,Default Title,3478758,2 WEEKS,0,19.65,,TRUE,,continue,0,https://www.fluke.com/en-us/product/accessories/fuses/fluke-2a-250-fuse,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839990038580,fluke-1a-600v-fuses-5-pack,MERGE,Fluke 1A 600V Fuses 5 Pack,,Active,30605417676852,29476548935732,Default Title,3495441,2 WEEKS,0,25.23,,TRUE,,continue,-1,https://www.fluke.com/en-us/product/accessories/fuses/fluke-1a-600v-fuses-5-pack,F-1A/600V Q5-FG,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839990104116,fluke-3a-600v-fuses-5-pack,MERGE,Fluke 3A 600V Fuses 5 Pack,,Active,30605418561588,29476548968500,Default Title,3495452,2 WEEKS,0,26.04,,TRUE,,continue,0,https://www.fluke.com/en-us/product/accessories/fuses/fluke-3a-600v-fuses-5-pack,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839990169652,fluke-630ma-fuses-5-pack,MERGE,Fluke 630MA Fuses 5 Pack,,Active,30605418627124,29476549034036,Default Title,3495465,2 WEEKS,0,21.92,,TRUE,,continue,-1,https://www.fluke.com/en-us/product/accessories/fuses/fluke-630ma-fuses-5-pack,,,,,,,,,,,"[""Assemble to Order (ATO)""]",,,,
3839990300724,fluke-cable-reel-with-25-m-durable-red-cable-for-earth-ground-testing,MERGE,Fluke Cable Reel With 25 M Durable Red Cable For Earth Ground Testing,"10 days, FOS",Active,30605418987572,29476550246452,Default Title,2539100,1 DAY,0,114.99,,TRUE,,deny,8,https://www.fluke.com/en-us/product/accessories/adapters/fluke-earth-ground-cable-25m,GEO CABLE-REEL 25M,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990333492,fluke-cable-reel-with-50-m-durable-red-cable-for-earth-ground-testing,MERGE,Fluke Cable Reel With 50 M Durable Red Cable For Earth Ground Testing,"0 days, FOS",Active,30605419020340,29476550279220,Default Title,2539117,5 WEEKS,0,125.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/adapters/fluke-earth-ground-cable-50m,GEO CABLE-REEL 50M,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990399028,fluke-robust-auxillary-earth-stake-with-corkscrew-end,MERGE,Fluke Robust Auxillary Earth Stake With Corkscrew End,"10 days, FOS",Active,30605419053108,29476550311988,Default Title,2539121,1 DAY,0,132.99,,TRUE,,deny,9,https://www.fluke.com/en-us/product/accessories/adapters/fluke-ground-earth-stake-2,GEO EARTH STAKE,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990431796,fluke-ei-1623-selective-stakeles-clamp-set-for-fluke-1623,MERGE,Fluke EI-1623 Selective/Stakeles Clamp Set For Fluke 1623,"10 days, FOS",Active,30605419315252,29476550574132,Default Title,2577115,4 WEEKS,0,988.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-ei-1623-2,EI-1623,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990464564,fluke-ei-1625-selective-stakeles-clamp-set-for-fluke-1625,MERGE,Fluke EI-1625 Selective/Stakeles Clamp Set For Fluke 1625,,Active,30605419348020,29476550606900,Default Title,2577126,5 WEEKS,0,1287.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-ei-1625,EI-1625,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990497332,fluke-ei-162bn-320-mm-diameter-split-core-transformer,MERGE,Fluke EI-162Bn 320 Mm Diameter Split Core Transformer,10 days,Active,30605419380788,29476550639668,Default Title,2577159,5 WEEKS,0,3621.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-ei-162bn,EI-162BN,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990530100,fluke-es-162p3-3-pole-stake-kit,MERGE,Fluke ES-162P3 3-Pole Stake Kit,10 days,Active,30605419446324,29476550705204,Default Title,2577091,1 DAY,0,574.99,,TRUE,,deny,76,https://www.fluke.com/en-us/product/accessories/test-leads/fluke-es-162p3-2,ES-162P3,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3839990628404,fluke-i200s-200-amp-clamp-voltage-output-bnc,MERGE,Fluke i200S 200 Amp Clamp Voltage Output BNC,,Active,30605419708468,29476550967348,Default Title,664760,1 DAY,0,304.99,,TRUE,,deny,16,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i200s-ac-current-clamp,I200S,I200,PRCU,ACC,A,,,,,,,,,,
3839990693940,fluke-i400s-ac-current-clamp-on-probe,MERGE,Fluke i400S AC Current Clamp-On Probe,"0 days, FOS",Active,30605420593204,29476551196724,Default Title,2277202,1 DAY,0,349.99,,TRUE,,deny,101,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i400s,I400S,I400S,PRCU,ACC,A,,,,,,,,,,
3839990726708,fluke-i3000-flex-4pk-ac-current-probe-4-pack,MERGE,Fluke I3000 Flex-4Pk AC Current Probe 4 Pack,10 days,Active,30605420658740,29476551917620,Default Title,2696367,1 WEEK,0,1999.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i3000-flex-4pk,I3000 FLEX-4PK,I3000,PRCU,ACC,A,,,,,,,,,,
3839990792244,fluke-i800-ac-current-clamp,MERGE,Fluke I800 AC Current Clamp,10 days,Active,30605420691508,29476551950388,Default Title,2840283,1 DAY,0,399.99,,TRUE,,deny,193,https://www.fluke.com/en-us/product/accessories/probes/fluke-i800,I800,I800,PRCU,ACC,A,,,,,,,,,,
3839990825012,fluke-i6000s-flex-36-ac-current-probe,MERGE,Fluke I6000S Flex-36 AC Current Probe,10 days,Active,30605420789812,29476551983156,Default Title,2840327,1 WEEK,0,1049.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i6000sflex,I6000S FLEX-36,PRCU,PRCU,ACC,A,,,,,,,,,,
3839990857780,fluke-i3000s-flex-24-ac-current-probe,MERGE,Fluke i3000S Flex-24 AC Current Probe,10 days,Active,30605420822580,29476552015924,Default Title,2584888,1 DAY,0,729.99,,TRUE,,deny,8,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i3000s-flex-24,I3000S FLEX-24,PRCU,PRCU,ACC,A,,,,,,,,,,
3839990923316,fluke-i2000-flex-ac-current-probe,MERGE,Fluke i2000 Flex AC Current Probe,10 days,Active,30605421084724,29476552245300,Default Title,2584912,1 DAY,0,529.99,,TRUE,,deny,30,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i2000-flex,I2000 FLEX,I2000,PRCU,ACC,A,,,,,,,,,,
3839990956084,fluke-i410-400a-ac-dc-current-clamp,MERGE,Fluke i410 400A AC/DC Current Clamp,"5 days, FOS",Active,30605421117492,29476552310836,Default Title,617727,2 WEEKS,0,309.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i410,I410,I410,PRCU,ACC,A,,,,,,,,,,
3839990988852,fluke-i1010-kit-ac-dc-current-clamp-with-meter-carry-case,MERGE,Fluke i1010-Kit AC/DC Current Clamp With Meter Carry Case,,Active,30605421150260,29476552343604,Default Title,2096998,1 DAY,0,534.99,,TRUE,,deny,18,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i1010-kit,I1010-KIT,I1010,PRCU,ACC,A,,,,,,,,,,
3839991054388,fluke-i410-kit-ac-dc-current-clamp-with-carry-case,MERGE,Fluke i410-Kit AC/DC Current Clamp With Carry Case,,Active,30605421379636,29476552572980,Default Title,2097005,1 DAY,0,374.99,,TRUE,,deny,36,https://www.fluke.com/en-us/product/accessories/current-clamps/fluke-i410-kit,I410-KIT,I410,PRCU,ACC,A,,,,,,,,,,
3839991152692,fluke-tp81-insulation-piercing-probes-with-banana-jack,MERGE,Fluke TP81 Insulation Piercing Probes With Banana Jack,,Active,30605421543476,29476552736820,Default Title,2149098,1 DAY,0,89.99,,TRUE,,deny,62,https://www.fluke.com/en-us/product/accessories/test-leads/tp81,TP81,TP81,AUTAC,ACC,A,,,,,,,,,,
3839991185460,fluke-tp88-rigid-back-probe-pin-set,MERGE,Fluke TP88 Rigid Back Probe Pin Set,,Active,30605421576244,29476552769588,Default Title,2149102,1 DAY,0,39.99,,TRUE,,deny,277,https://www.fluke.com/en-us/product/accessories/test-leads/tp88,TP88,TP88,AUTAC,ACC,A,,,,,,,,,,
3839991250996,fluke-rpm80-inductive-pick-up,MERGE,Fluke RPM80 Inductive Pick-Up,,Active,30605421805620,29476552802356,Default Title,880849,1 DAY,0,139.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/adapters/fluke-rpm80,RPM80,RPM80,AUTAC,ACC,A,,,,,,,,,,
3839991283764,fluke-scc-198-automotive-accessory-kit-190-series,MERGE,Fluke SCC 198 Automotive Accessory Kit 190 Series,10 days,Active,30605421838388,29476553031732,Default Title,2100208,2 WEEKS,0,1330.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/kits/fluke-scc198,SCC 198,SMACC,SMACC,SCM,L,,,,,,,,,,
3839991316532,fluke-tp40-automotive-back-probe-pin-set,MERGE,Fluke TP40 Automotive Back Probe Pin Set,,Active,30605421903924,29476553097268,Default Title,1567573,1 DAY,0,65.99,,TRUE,,deny,77,https://www.fluke.com/en-us/product/accessories/probes/fluke-tp40,TP40,AUTKIT,AUTAC,ACC,A,,,,,,,,,,
3839991349300,fluke-bp881-bnc-male-to-double-stacking-banana-plug,MERGE,Fluke BP881 BNC Male To Double Stacking Banana Plug,,Active,30605421936692,29476553130036,Default Title,2151015,1 WEEK,0,38.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/adapters/fluke-bp881,BP881,BP881,AUTAC,ACC,A,,,,,,,,,,
3839991382068,fluke-bp880-bnc-female-to-double-stacking-banana-plug,MERGE,Fluke BP880 BNC Female To Double Stacking Banana Plug,,Active,30605421969460,29476553162804,Default Title,2150594,1 WEEK,0,38.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/adapters/fluke-bp880,BP880,BP880,AUTAC,ACC,A,,,,,,,,,,
3839991447604,fluke-tl82-automotive-pin-and-socket-adapter-set,MERGE,Fluke TL82 Automotive Pin And Socket Adapter Set,,Active,30605422231604,29476553228340,Default Title,2150636,1 WEEK,0,169.99,,TRUE,,deny,38,https://www.fluke.com/en-us/product/accessories/test-leads/fluke-tl82,TL82,TL82,AUTAC,ACC,A,,,,,,,,,,
3839991480372,fluke-bp980-dual-banana-plug-kit,MERGE,Fluke BP980 Dual Banana Plug Kit,FOS,Active,30605422264372,29476553457716,Default Title,1616807,1 DAY,0,59.99,,TRUE,,deny,4,https://www.fluke.com/en-us/product/accessories/test-leads/fluke-bp980,BP980,BP980,LEAD,ACC,A,,,,,,,,,,
3839991513140,fluke-bb120-shielded-banana-to-female-bnc-adapter,MERGE,Fluke BB120 Shielded Banana To Female BNC Adapter,,Archived,30605422297140,29476553490484,Default Title,646171,1 DAY,0,49.99,,TRUE,,deny,59,https://www.fluke.com/en-us/product/accessories/adapters/fluke-bb120,BB120,12ACC,12ACC,SCM,L,,,,Stop Selling,"[""Stop Sell""]","[""Discontinued - STOP""]",,,,
3839991578676,fluke-pm9081-dual-banana-plug-male-to-female-bnc-adapter,MERGE,Fluke PM9081 Dual Banana Plug (Male) To Female BNC Adapter,5 days,Active,30605422526516,29476553523252,Default Title,916093,1 DAY,0,62.99,,TRUE,,deny,45,https://www.fluke.com/en-us/product/accessories/adapters/fluke-pm9081,PM9081/001,SMACC,SMACC,SCM,L,,,,,,,,,,
3839991611444,fluke-pm9082-dual-banana-jack-female-to-male-bnc-adapter,MERGE,Fluke PM9082 Dual Banana Jack (Female) To Male BNC Adapter,,Active,30605422624820,29476553818164,Default Title,916163,1 DAY,0,62.99,,TRUE,,deny,52,https://www.fluke.com/en-us/product/accessories/adapters/fluke-pm9082,PM9082/001,SMACC,SMACC,SCM,L,,,,,,,,,,
3839991676980,fluke-bht190-bus-health-test-adapter-db-9-and-m-12,MERGE,Fluke BHT190 Bus Health Test Adapter Db-9 And M-12,10 days,Active,30605422690356,29476553883700,Default Title,3379374,2 WEEKS,0,757.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/adapters/fluke-bht190,BHT190,SMACC,SMACC,SCM,L,,,,,,,,,,
3839991742516,fluke-scc-120-special-value-kit,MERGE,Fluke SCC 120 Special Value Kit,,Draft,30605422788660,29476553982004,Default Title,646684,1 DAY,0,535.99,,TRUE,,deny,5,https://www.fluke.com/en-us/product/accessories/cases/fluke-scc120,SCC120E,12ACC,12ACC,SCM,L,,,2022-05-16,,,,,,,
3839991906356,fluke-c1600-meter-gear-box,MERGE,Fluke C1600 Meter Gear Box,,Active,30605423149108,29476554342452,Default Title,2091049,1 DAY,0,109.99,,TRUE,,deny,24,https://www.fluke.com/en-us/product/accessories/cases/fluke-c1600,C1600,C1600,CASE,ACC,A,,,,,,,,,,
3839991939124,fluke-cxt80-rugged-pelican-hard-case-80-180-series,MERGE,Fluke CXT80 Rugged Pelican Hard Case 80/180 Series,"5 days, FOS",Active,30605423181876,29476554375220,Default Title,3352559,7 WEEKS,0,249.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/cases/fluke-cxt280,CXT80,CXT80,CASE,ACC,A,,,,,,,,,,
3839992004660,fluke-cxt170-rugged-pelican-hard-case-170-series,MERGE,Fluke CXT170 Rugged Pelican Hard Case 170 Series,,Active,30605423280180,29476554407988,Default Title,3352567,7 WEEKS,0,249.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/cases/fluke-cxt170,CXT170,CXT170,CASE,ACC,A,,,,,,,,,,
3839992037428,fluke-cxt280-rugged-pelican-hard-case-280-series,MERGE,Fluke CXT280 Rugged Pelican Hard Case 280 Series,10 days,Active,30605423444020,29476554637364,Default Title,3352571,1 DAY,0,249.99,,TRUE,,deny,1,https://www.fluke.com/en-us/product/accessories/cases/fluke-cxt280,CXT280,CXT280,CASE,ACC,A,,,,,,,,,,
3839992070196,fluke-cxt1000-extreme-hard-case,MERGE,Fluke CXT1000 Extreme Hard Case,,Active,30605423476788,29476554670132,Default Title,4628917,1 DAY,0,229.99,,TRUE,,deny,24,https://www.fluke.com/en-us/product/accessories/cases/fluke-cxt1000,CXT1000,CXT1000,CASE,ACC,A,,,,,,,,,,
3839992168500,fluke-h5-holster-belt-accessory,MERGE,Fluke H5 Holster Belt Accessory,,Active,30605423575092,29476554768436,Default Title,649365,1 DAY,0,46.99,,TRUE,,deny,2317,https://www.fluke.com/en-us/product/accessories/cases/h5,H5,H5,CASE,ACC,A,,,,,,,,,,
3839992234036,fluke-h3-holster-with-accessory-pocket-333-337-clamp-meters,MERGE,Fluke H3 Holster With Accessory Pocket 333-337 Clamp Meters,,Draft,30605423837236,29476555030580,Default Title,1608458,1 DAY,0,44.99,,TRUE,,deny,860,https://www.fluke.com/en-us/product/accessories/cases/h3,H3,H3,CASE,ACC,A,,,2022-10-01,Liquidate,,,,,,
3839992266804,fluke-h80m-protective-holster-with-magnetic-hanging-strap,MERGE,Fluke H80M Protective Holster With Magnetic Hanging Strap,,Active,30605423902772,29476555096116,Default Title,2138458,1 DAY,0,68.99,,TRUE,,deny,56,https://www.fluke.com/en-us/product/accessories/cases/h80m,H80M,H80,CASE,ACC,A,,,,,,,,,,
3839992463412,fluke-c520a-tester-case-leather,MERGE,Fluke C520A Tester Case Leather,,Active,30605424885812,29476555227188,Default Title,1629104,1 DAY,0,84.99,,TRUE,,deny,43,https://www.fluke.com/en-us/product/accessories/cases/fluke-c520a,C520A,C520,CASE,ACC,A,,,,,,,,,,
3839992528948,fluke-c90-carrying-case,MERGE,Fluke C90 Carrying Case,"0 days, FOS",Draft,30605425115188,29476555456564,Default Title,466029,1 DAY,0,47.99,,TRUE,,deny,12,https://www.fluke.com/en-us/product/accessories/cases/fluke-c90,C90,C90,CASE,ACC,A,,,2022-10-01,Liquidate,,,,,,
3839992561716,fluke-c781-soft-carrying-case,MERGE,Fluke C781 Soft Carrying Case,,Archived,30605425442868,29476555489332,Default Title,619988,1 DAY,0,94.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/cases/fluke-c781,C781,C781,CASE,ACC,A,,,2023-04-01,,,"[""Discontinued - STOP""]",,,,
3839992594484,fluke-c75-carrying-case,MERGE,Fluke C75 Carrying Case,,Draft,30605425475636,29476555522100,Default Title,865535,1 DAY,0,49.99,,TRUE,,deny,343,https://www.fluke.com/en-us/product/accessories/cases/fluke-c75,C75,C75,CASE,ACC,A,,,2022-10-01,,"[""Investigate""]",,,,,
3839992627252,fluke-c12a-soft-carrying-case,MERGE,Fluke C12A Soft Carrying Case,10 days,Draft,30605425541172,29476555587636,Default Title,930529,1 DAY,0,49.99,,TRUE,,deny,1154,https://www.fluke.com/en-us/product/accessories/cases/fluke-c12a,C12A,C12,CASE,ACC,A,,,2022-10-01,Liquidate,,,,,,
3839992660020,fluke-c789-soft-carrying-case,MERGE,Fluke C789 Soft Carrying Case,10 days,Active,30605425573940,29476555620404,Default Title,946694,1 DAY,0,199.99,,TRUE,,deny,2,https://www.fluke.com/en-us/product/accessories/cases/fluke-c789,C789,C789,CASE,ACC,A,,,,,,,,,,
3839992725556,fluke-c550-premium-tool-bag,MERGE,Fluke C550 premium Tool Bag,,Active,30605425803316,29476555653172,Default Title,1547919,1 DAY,501,118.79,131.99,TRUE,,deny,414,https://www.fluke.com/en-us/product/accessories/cases/fluke-c550,C550,C550,CASE,ACC,A,,,,,,,,,,
3839992758324,fluke-c23-soft-case-vinyl-black,MERGE,Fluke C23 Soft Case Vinyl Black,"5 days, FOS",Draft,30605425836084,29476555882548,Default Title,1663209,1 DAY,0,47.99,,TRUE,,deny,113,https://www.fluke.com/en-us/product/accessories/cases/fluke-c23,C23,C23,CASE,ACC,A,,,2022-10-01,,"[""Investigate""]",,,,,
3839992791092,fluke-c43-soft-carrying-case,MERGE,Fluke C43 Soft Carrying Case,10 days,Archived,30605425868852,29476555915316,Default Title,1663230,1 DAY,0,105.99,,TRUE,,deny,266,https://www.fluke.com/en-us/product/accessories/cases/fluke-c43,C43,C43,CASE,ACC,A,,,2023-04-01,,,"[""Discontinued - STOP""]",,,,
3839992823860,fluke-c33-soft-case-vinyl-black-yellow,MERGE,Fluke C33 Soft Case Vinyl Black/yellow,"0 days, FOS",Active,30605425934388,29476555980852,Default Title,1664120,1 DAY,0,52.99,,TRUE,,deny,231,https://www.fluke.com/en-us/product/accessories/cases/fluke-c33,C33,C33,CASE,ACC,A,,,,,,,,,,
3839992856628,fluke-c35-carrying-case-polyester-black-yellow,MERGE,Fluke C35 Carrying Case Polyester Black/yellow,"0 days, FOS",Active,30605425967156,29476556013620,Default Title,2826056,1 DAY,0,41.99,,TRUE,,deny,41,https://www.fluke.com/en-us/product/accessories/cases/fluke-c35,C35,C35,CASE,ACC,A,,,,,,,,,,
3839992922164,fluke-c115-carrying-case-polyester-black-yellow,MERGE,Fluke C115 Carrying Case Polyester Black/yellow,"0 days, FOS",Active,30605426196532,29476556046388,Default Title,2826063,1 DAY,0,51.99,,TRUE,,deny,79,https://www.fluke.com/en-us/product/accessories/cases/fluke-c115,C115,C115,CASE,ACC,A,,,,,,,,,,
3839992954932,fluke-c116-carrying-case-polyester-black-yellow,MERGE,Fluke C116 Carrying Case Polyester Black/yellow,"0 days, FOS",Active,30605426229300,29476556275764,Default Title,2826074,1 DAY,0,51.99,,TRUE,,deny,16,https://www.fluke.com/en-us/product/accessories/cases/fluke-sw90w-c290-kit,C116,C116,CASE,ACC,A,,,,,,,,,,
3839993020468,fluke-c345-soft-carrying-case-polyester-black-yellow,MERGE,Fluke C345 Soft Carrying Case Polyester Black/yellow,"0 days, FOS",Active,30605426360372,29476556406836,Default Title,3311173,8 WEEKS,0,119.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/accessories/cases/fluke-c345,C345,C550,CASE,ACC,A,,,,,,,,,,
3839993053236,fluke-camo-c25-soft-case,MERGE,Fluke Camo-C25 Soft Case,"0 days, FOS",Active,33817658294324,32235860852788,Fluke CAMO-C25,4110632,1 DAY,0,59.99,,TRUE,,deny,1,https://www.fluke.com/en-us/product/accessories/cases/fluke-camo-c25,CAMO-C25,C25,CASE,ACC,A,,,,,"[""Stop Sell""]",,,,,
3839993151540,fluke-h-t6-holster-for-the-t6-electrical-tester,MERGE,Fluke H-T6 Holster for the T6 Electrical Tester,,Active,30605426524212,29476556570676,Default Title,4910585,1 DAY,0,52.99,,TRUE,,deny,105,https://www.fluke.com/en-us/product/accessories/cases/h-t6,H-T6,H-T6,CASE,ACC,A,,,,,,,,,,
3839993217076,fluke-c60-soft-carrying-case,MERGE,Fluke C60 Soft Carrying Case,"5 days, FOS",Archived,30605426753588,29476556800052,Default Title,4967812,1 DAY,0,57.99,,TRUE,,deny,1,https://www.fluke.com/en-us/product/accessories/cases/c60,C60,C60,CASE,ACC,A,,,2023-04-01,,,"[""Discontinued - STOP""]",,,,
3839993249844,fluke-t6-kit-t6-tester-accessory-starter-kit,MERGE,Fluke T6-KIT T6 Tester Accessory Starter Kit,FOS,Active,30605426786356,29476556832820,Default Title,4968622,1 DAY,0,119.99,,TRUE,,deny,7,https://www.fluke.com/en-us/product/accessories/cases/t6-kit-t6-tester-accessory-starter-kit,T6-KIT,T6ACC,KITS,ACC,A,,,,,,,,,,
3839993282612,fl-45-ex-intrinsically-safe-flashlight,MERGE,FL-45 EX Intrinsically Safe Flashlight,"0 days, FOS",Active,30605426851892,29476556898356,Default Title,4972422,1 DAY,0,62.99,,TRUE,,deny,3,https://www.fluke.com/en-us/product/intrinsically-safe/fl-45-ex,FL-45 EX,FLXX,EXFL,ACC,A,,,,,,,,,,
3839993348148,fl-120-ex-intrinsically-safe-flashlight,MERGE,FL-120 EX Intrinsically Safe Flashlight,"0 days, FOS",Active,30605426884660,29476556931124,Default Title,4972431,1 DAY,0,99.99,,TRUE,,deny,205,https://www.fluke.com/en-us/product/intrinsically-safe/fl-120-ex,FL-120 EX,FLXX,EXFL,ACC,A,,,,,,,,,,
3839993380916,fluke-fl-150-ex-intrinsically-safe-flashlight,MERGE,Fluke FL-150 EX Intrinsically Safe Flashlight,"0 days, FOS",Active,30605427572788,29476556963892,Default Title,4972446,1 DAY,0,119.99,,TRUE,,deny,6,https://www.fluke.com/en-us/product/intrinsically-safe/fl-150-ex,FL-150 EX,FLXX,EXFL,ACC,A,,,,,,,,,,
3839993446452,fluke-hl-200-ex-intrinsically-safe-headlamp,MERGE,Fluke HL-200 EX Intrinsically Safe Headlamp,"10 days, FOS",Active,30605427802164,29476557848628,Default Title,4972410,1 DAY,0,119.99,,TRUE,,deny,299,https://www.fluke.com/en-us/product/intrinsically-safe/hl-200-ex,HL-200 EX,HLXX,EXFL,ACC,A,,,,,,,,,,
3839998459956,fluke-es-162p4-4-pole-stake-kit,MERGE,Fluke ES-162P4 4-Pole Stake Kit,"40 days, FOS",Active,30605456834612,29476583505972,Default Title,2577103,1 DAY,0,574.99,,TRUE,,deny,3,https://www.fluke.com/en-us/product/accessories/magnetic-hangers-utility-tools/fluke-es-162p4-2,ES-162P4,GEOAC,LGEO,EPROD,A,,,,,,,,,,
3840002949172,fluke-11a-1000v-fuse-1,MERGE,Fluke 11A 1000V Fuse,,Active,30605484490804,29476609720372,Default Title,3478682,2 WEEKS,0,21.08,,TRUE,,deny,-20,https://www.fluke.com/en-us/product/accessories/fuses/fluke-11a-1000v-fuse,F-11A,SRVPT,SPRG,CVAS,N,,,,,,"[""Assemble to Order (ATO)""]",,,,
3840947748916,pls-3r-laser-level,MERGE,"PLS 3R KIT, 3-Point Red Laser Kit",10 days,Active,30615830265908,29486121156660,Default Title,5009357,1 WEEK,0,327.99,,TRUE,,deny,0,https://www.fluke.com/en-us/product/building-infrastructure/laser-levels/3-red-laser-level,PLS 3R KIT,DOT,PLS,FAC,V,,,,,,,,,,
